network,sd_method,method,threshold,ACC,recall,PPV,f12,TP,TN,FP,FN
Średnio,RC,IP,1.0,0.8953655488495611,0.2527708772577538,0.4803027314197236,0.33122606333976706,141,56736,994,2323
Średnio,RC,IP,0.45,0.8493223766708718,0.3457948172279704,0.46614361073475724,0.3970499218283361,205,55788,1942,2259
Średnio,RC,WP,,0.8892192298267744,0.23540506442764345,0.1545455440323663,0.18659185527941205,146,55691,2039,2318
Średnio,RC,WP,1.0,0.87389016633563,0.24821447036823752,0.1501816730238143,0.18713667311753193,161,55400,2330,2303
Średnio,RC,WP,0.45,0.817914016442255,0.33872345571799206,0.144127429056223,0.20221290826256602,233,53515,4215,2231
Średnio,RC,BLOCD,,0.9205944740832037,0.2655958416785455,0.4243821033852177,0.3267180429411903,112,50300,365,2339
Średnio,RC,BLOCD,1.0,0.9155511302512737,0.3010094814872064,0.43644487048550945,0.35629064717338516,116,50242,423,2335
Średnio,RC,BLOCD,0.45,0.8816739498357253,0.3848479382511276,0.41828859973486165,0.40087207489175625,164,49719,946,2287
Facebook,RC,LN,,0.9600101588286116,0.33968311465292866,0.44128540305010894,0.3838751415993243,65,32355,83,1285
Facebook,RC,LN,1.0,0.95932910370884,0.33968311465292866,0.38592288894539084,0.36132967004886085,65,32332,106,1285
Facebook,RC,LN,0.85,0.9594166310665029,0.3405081971611795,0.3940446158970411,0.36532545890484847,68,32332,106,1282
Facebook,RC,GN,,0.9598609909325497,0.33995814215567904,0.4270152505446624,0.37854588602142675,66,32349,89,1284
Facebook,RC,GN,1.0,0.95888514606384,0.33995814215567904,0.3502645502645503,0.3450343985457789,66,32316,122,1284
Facebook,RC,GN,0.95,0.95888514606384,0.33995814215567904,0.3502645502645503,0.3450343985457789,66,32316,122,1284
Facebook,RC,LV,,0.9602461278281255,0.33995814215567904,0.4689075630252101,0.3941542902555086,66,32362,76,1284
Facebook,RC,LV,1.0,0.9598313891445586,0.33995814215567904,0.4300653594771242,0.3797396321108053,66,32348,90,1284
Facebook,RC,LV,0.95,0.9598313891445586,0.33995814215567904,0.4300653594771242,0.3797396321108053,66,32348,90,1284
Facebook,RC,CNM,,0.9602762717540073,0.23586895274893344,0.47195767195767196,0.31454075882670574,51,32378,60,1299
Facebook,RC,CNM,1.0,0.9595689503660986,0.23586895274893344,0.37949725474235285,0.2909214674367425,51,32354,84,1299
Facebook,RC,CNM,0.95,0.9595689503660986,0.23586895274893344,0.37949725474235285,0.2909214674367425,51,32354,84,1299
Facebook,RC,LP,,0.9557264888039203,0.33940808715017845,0.21816779336940625,0.26560658741652526,64,32211,227,1286
Facebook,RC,LP,1.0,0.9523966972733917,0.3407832246639298,0.16604082583417712,0.22328825160535337,69,32093,345,1281
Facebook,RC,LP,0.75,0.9524846505310636,0.34647830636722216,0.1710316179599943,0.22901491368716587,72,32093,345,1278
Facebook,RC,IP,,0.9616455062050995,0.25400601035713327,0.8365079365079365,0.38968422952365817,46,32429,9,1304
Facebook,RC,IP,1.0,0.9616455062050995,0.25400601035713327,0.8365079365079365,0.38968422952365817,46,32429,9,1304
Facebook,RC,IP,0.45,0.9617047039045042,0.27921328718237676,0.835978835978836,0.4186119933252165,49,32428,10,1301
Facebook,RC,SRC,,0.8878102918087838,0.4106603343261155,0.05239102714915791,0.09292669675439735,146,29836,2602,1204
Facebook,RC,SRC,1.0,0.9265126373062229,0.40280528052805287,0.09955817218044642,0.15965555319675998,144,31146,1292,1206
Facebook,RC,SRC,0.75,0.9242241737499847,0.41529555394563844,0.09995885883345015,0.16113387336989082,154,31059,1379,1196
Facebook,RC,WP,,0.9495287830085967,0.3595186347903084,0.1526401369244198,0.21429672465646865,84,31982,456,1266
Facebook,RC,WP,1.0,0.9413027532364224,0.3617188548123105,0.10797078610944809,0.1663015987665792,92,31696,742,1258
Facebook,RC,WP,0.8,0.940977760885123,0.36254393732056134,0.10900025397658299,0.167608389520844,95,31682,756,1255
Facebook,RC,BLOCD,,0.9616465874626111,0.33219565859024924,0.8444444444444444,0.47681661986805174,45,32430,8,1305
Facebook,RC,BLOCD,1.0,0.9616465874626111,0.32826813169121793,0.8444444444444444,0.47275727358233516,45,32430,8,1305
Facebook,RC,BLOCD,0.5,0.9616465874626111,0.3417411253320454,0.8444444444444444,0.48657040192996964,45,32430,8,1305
SF-1,RC,LN,,0.9511292760536283,0.4400000000000001,0.3973063973063973,0.4175647418368988,36,3495,55,135
SF-1,RC,LN,1.0,0.9508576107452882,0.4400000000000001,0.39478114478114473,0.41616585326503447,36,3494,56,135
SF-1,RC,LN,0.95,0.9504715458224678,0.4666666666666667,0.4004446171112838,0.4310269238747148,39,3490,60,132
SF-1,RC,GN,,0.9462345117934006,0.26,0.33860830527497193,0.29414279286035694,24,3489,61,147
SF-1,RC,GN,1.0,0.9494537655586301,0.3155555555555556,0.3775132275132275,0.3437650032657285,25,3499,51,146
SF-1,RC,GN,0.8,0.94709883212071,0.32000000000000006,0.3741402116402116,0.3449587438306306,27,3489,61,144
SF-1,RC,LV,,0.9490050876423819,0.3755555555555556,0.34843304843304845,0.36148626195847977,34,3489,61,137
SF-1,RC,LV,1.0,0.9490050876423819,0.3755555555555556,0.34843304843304845,0.36148626195847977,34,3489,61,137
SF-1,RC,LV,0.6,0.9407945007470846,0.5133333333333333,0.3119196852530186,0.38804770938614114,54,3441,109,117
SF-1,RC,CNM,,0.9497990641704652,0.2888888888888889,0.3326719576719576,0.3092383722304982,25,3500,50,146
SF-1,RC,CNM,1.0,0.9486833384754999,0.2888888888888889,0.3172398589065255,0.30240133200779157,25,3496,54,146
SF-1,RC,CNM,0.75,0.9458599510376443,0.43333333333333335,0.3166458541458541,0.36591202997086164,33,3478,72,138
SF-1,RC,LP,,0.9587541285962415,0.21555555555555556,0.7777777777777778,0.3375590355456127,7,3548,2,164
SF-1,RC,LP,1.0,0.9587541285962415,0.21555555555555556,0.7777777777777778,0.3375590355456127,7,3548,2,164
SF-1,RC,LP,0.45,0.9589565577460392,0.22,0.7962962962962963,0.3447521865889213,9,3547,3,162
SF-1,RC,IP,,0.9584538282959413,0.21555555555555556,0.7222222222222222,0.3320168509741969,7,3547,3,164
SF-1,RC,IP,1.0,0.9584538282959413,0.21555555555555556,0.7222222222222222,0.3320168509741969,7,3547,3,164
SF-1,RC,IP,0.45,0.9586562574457389,0.22,0.7407407407407408,0.3392444101773323,9,3546,4,162
SF-1,RC,SRC,,0.8036652902363826,0.47333333333333333,0.099512133158046,0.16445066758861143,72,2918,632,99
SF-1,RC,SRC,1.0,0.7594223617696652,0.5355555555555556,0.08899095822960229,0.15262146540608393,82,2744,806,89
SF-1,RC,SRC,0.65,0.7519308949561834,0.6088888888888888,0.09611308447713977,0.16601993022957265,97,2701,849,74
SF-1,RC,WP,,0.8938142800780664,0.14444444444444446,0.03467662180305859,0.055926926703661596,8,3306,244,163
SF-1,RC,WP,1.0,0.8848472835067471,0.14444444444444446,0.03007480358701549,0.04978405929320914,8,3272,278,163
SF-1,RC,WP,0.45,0.8185994383694821,0.30000000000000004,0.03493194559526013,0.06257739111719025,18,3015,535,153
SF-1,RC,BLOCD,,0.9562501111849796,0.31666666666666665,0.5740740740740741,0.40817740817740816,6,3540,10,165
SF-1,RC,BLOCD,1.0,0.9559353488305571,0.3477777777777778,0.5694444444444444,0.43182582946362474,6,3539,11,165
SF-1,RC,BLOCD,0.45,0.9538332886663063,0.47333333333333333,0.5895061728395061,0.5250706624849962,10,3528,22,161
SF-2,RC,LN,,0.9529607034198361,0.23666666666666666,0.32657157657157654,0.2744437451935625,34,7091,71,302
SF-2,RC,LN,1.0,0.9529607034198361,0.23666666666666666,0.32657157657157654,0.2744437451935625,34,7091,71,302
SF-2,RC,LN,0.5,0.9461906887388145,0.4033333333333333,0.2775245844690289,0.32880550496391187,50,7027,135,286
SF-2,RC,GN,,0.94760769221455,0.2833333333333333,0.2512856534695615,0.26634894597421077,36,7048,114,300
SF-2,RC,GN,1.0,0.9513380913450438,0.2833333333333333,0.27726054809388145,0.2802640481671613,36,7076,86,300
SF-2,RC,GN,0.55,0.947652020497089,0.32999999999999996,0.2679492184323102,0.2957550218544927,51,7036,126,285
SF-2,RC,LV,,0.9548869963255847,0.23000000000000004,0.3810411810411811,0.2868529138744422,41,7099,63,295
SF-2,RC,LV,1.0,0.9547668762054646,0.23000000000000004,0.3743256743256743,0.2849288347412097,41,7098,64,295
SF-2,RC,LV,0.45,0.9465419080852947,0.5311111111111111,0.29952359230264136,0.38303313660760174,71,7009,153,265
SF-2,RC,CNM,,0.9536323129024142,0.2722222222222222,0.30513468013468015,0.28774035735691955,26,7102,60,310
SF-2,RC,CNM,1.0,0.9529375666559877,0.2722222222222222,0.29444444444444445,0.2828976034858388,26,7097,65,310
SF-2,RC,CNM,0.95,0.9526522748876948,0.2722222222222222,0.2904040404040404,0.2810193496908039,26,7095,67,310
SF-2,RC,LP,,0.9594111609524786,0.1477777777777778,0.8888888888888888,0.2534238418482792,8,7161,1,328
SF-2,RC,LP,1.0,0.9594111609524786,0.1477777777777778,0.8888888888888888,0.2534238418482792,8,7161,1,328
SF-2,RC,LP,0.45,0.9593943790730725,0.1588888888888889,0.8333333333333334,0.2668906308324002,9,7160,2,327
SF-2,RC,IP,,0.9594111609524786,0.1477777777777778,0.8888888888888888,0.2534238418482792,8,7161,1,328
SF-2,RC,IP,1.0,0.9594111609524786,0.1477777777777778,0.8888888888888888,0.2534238418482792,8,7161,1,328
SF-2,RC,IP,0.45,0.9593943790730725,0.1588888888888889,0.8333333333333334,0.2668906308324002,9,7160,2,327
SF-2,RC,SRC,,0.8225136772643888,0.42666666666666664,0.09566841941280084,0.156292490027822,129,6033,1129,207
SF-2,RC,SRC,1.0,0.7879265317982193,0.47666666666666657,0.09118051894359189,0.1530789097178317,156,5749,1413,180
SF-2,RC,SRC,0.65,0.7721735606679612,0.49666666666666676,0.09235412992643262,0.1557473628393749,174,5615,1547,162
SF-2,RC,WP,,0.8801184933002085,0.15111111111111114,0.019646064321879746,0.034771465399468494,11,6571,591,325
SF-2,RC,WP,1.0,0.8690009256435258,0.15111111111111114,0.017241904186684878,0.030952142968304536,11,6487,675,325
SF-2,RC,WP,0.85,0.864081184759966,0.1544444444444445,0.021663228822976967,0.0379968149980265,14,6448,714,322
SF-2,RC,BLOCD,,0.9549152344016765,0.295,0.5769841269841269,0.39039774278692996,13,7123,39,323
SF-2,RC,BLOCD,1.0,0.9557354908428649,0.3205555555555555,0.5895502645502645,0.4153003055377916,14,7128,34,322
SF-2,RC,BLOCD,0.45,0.9504489584915478,0.39833333333333326,0.5034611992945326,0.4447695577275046,15,7087,75,321
SW-1,RC,LN,,0.896508742518454,0.0488888888888889,0.033712121212121214,0.039906246815448895,4,2052,105,167
SW-1,RC,LN,1.0,0.8959208530416757,0.0488888888888889,0.033712121212121214,0.039906246815448895,4,2051,106,167
SW-1,RC,LN,0.45,0.8078727180362194,0.19333333333333333,0.038870317021719863,0.06472704409290496,12,1877,280,159
SW-1,RC,GN,,0.9005866649474186,0.060000000000000005,0.0902874902874903,0.07209182090786889,9,2066,91,162
SW-1,RC,GN,1.0,0.9011987385674184,0.060000000000000005,0.08973063973063973,0.07191364965145042,9,2067,90,162
SW-1,RC,GN,0.45,0.8522900991606989,0.1644444444444445,0.08764316735331229,0.11434462694921818,20,1963,194,151
SW-1,RC,LV,,0.8975811673354924,0.051111111111111114,0.04290123456790123,0.04664769825636536,5,2053,104,166
SW-1,RC,LV,1.0,0.8963256745545759,0.051111111111111114,0.04290123456790123,0.04664769825636536,5,2051,106,166
SW-1,RC,LV,0.45,0.8169644886344551,0.24444444444444446,0.055686036672878775,0.09070816297724674,17,1889,268,154
SW-1,RC,CNM,,0.908277318870077,0.09777777777777777,0.1456830206830207,0.11701729487783166,11,2085,72,160
SW-1,RC,CNM,1.0,0.9015837182656166,0.09777777777777777,0.13510101010101008,0.11344851683173088,11,2076,81,160
SW-1,RC,CNM,0.7,0.8796927796420018,0.15777777777777777,0.11185491829196678,0.1309056408875313,14,2032,125,157
SW-1,RC,LP,,0.8562576454399831,0.11333333333333334,0.041994014216236435,0.061281180503705124,9,1987,170,162
SW-1,RC,LP,1.0,0.8598548495207394,0.13555555555555557,0.04198104192944234,0.06410806044683273,10,1976,181,161
SW-1,RC,LP,0.45,0.8142921472001489,0.24000000000000002,0.11233809541297164,0.15304131599798956,24,1884,273,147
SW-1,RC,IP,,0.8642833435377522,0.14888888888888893,0.06945481083412117,0.09472267462902641,16,1977,180,155
SW-1,RC,IP,1.0,0.8473855887580695,0.15111111111111114,0.06480655571038073,0.0907104155472005,17,1945,212,154
SW-1,RC,IP,0.7,0.8118867625492545,0.25777777777777783,0.0664808105993208,0.10570129048503935,23,1870,287,148
SW-1,RC,SRC,,0.8091857886900728,0.08888888888888889,0.057893752338196776,0.0701187998244198,22,1873,284,149
SW-1,RC,SRC,1.0,0.7910083352118765,0.11555555555555556,0.052667990383693575,0.07235703961418391,25,1820,337,146
SW-1,RC,SRC,0.65,0.7708881565433656,0.24666666666666665,0.07034653836628052,0.10947270242919871,42,1752,405,129
SW-1,RC,WP,,0.8683367479961549,0.08,0.04677102285797938,0.059030553580531234,9,1997,160,162
SW-1,RC,WP,1.0,0.8645002286354818,0.08444444444444445,0.05670929241261723,0.0678520427336662,11,1990,167,160
SW-1,RC,WP,0.45,0.7805799675152972,0.2488888888888889,0.056721152137388806,0.09238743913364066,25,1804,353,146
SW-1,RC,BLOCD,,0.9032990087286549,0.12222222222222225,0.12166305916305917,0.12194199968772856,10,2068,89,161
SW-1,RC,BLOCD,1.0,0.8997013367422202,0.12333333333333335,0.11478475228475227,0.11890559323431926,10,2061,96,161
SW-1,RC,BLOCD,0.45,0.8333260615193476,0.3177777777777778,0.11066870395032812,0.1641654503453239,27,1930,227,144
SW-2,RC,LN,,0.9168702568948616,0.24222222222222223,0.10410830999066294,0.14562589117749258,17,4341,141,319
SW-2,RC,LN,1.0,0.913587576725178,0.24222222222222223,0.10029878618113912,0.14185754612970836,17,4335,147,319
SW-2,RC,LN,0.65,0.8917931039445963,0.3788888888888889,0.09195945945945944,0.1479984693145399,24,4248,234,312
SW-2,RC,GN,,0.9131081907065697,0.29999999999999993,0.14695936779270113,0.19727882897068252,20,4358,124,316
SW-2,RC,GN,1.0,0.9181568058901948,0.35555555555555546,0.16114974350268468,0.22178091334911604,21,4364,118,315
SW-2,RC,GN,0.95,0.9171971404200521,0.3566666666666666,0.1604763179891057,0.22135678183554175,22,4358,124,314
SW-2,RC,LV,,0.9150671738960536,0.16333333333333336,0.07902036235369568,0.10651093351680825,13,4337,145,323
SW-2,RC,LV,1.0,0.9112730964576724,0.16333333333333336,0.07504284849822607,0.10283744368977762,13,4327,155,323
SW-2,RC,LV,0.75,0.894570741930258,0.24888888888888885,0.09020344581509462,0.13241605961082348,23,4271,211,313
SW-2,RC,CNM,,0.9223291515470883,0.20666666666666667,0.1162581064541849,0.14880664064056257,12,4382,100,324
SW-2,RC,CNM,1.0,0.9164233055504426,0.20666666666666667,0.11076679311973431,0.14423056678911864,12,4373,109,324
SW-2,RC,CNM,0.45,0.863537351172876,0.28222222222222226,0.10798776695852909,0.156205880981352,22,4219,263,314
SW-2,RC,LP,,0.8509177443125501,0.2533333333333333,0.08791283749478346,0.1305289498856414,40,4117,365,296
SW-2,RC,LP,1.0,0.8614022174877578,0.2577777777777778,0.08420018756429852,0.12693763597947472,44,4093,389,292
SW-2,RC,LP,0.85,0.8592150782689383,0.3255555555555556,0.08728477748984775,0.13766118255759327,47,4072,410,289
SW-2,RC,IP,,0.8680962393572084,0.14666666666666667,0.06318830063082938,0.08832402249232396,29,4142,340,307
SW-2,RC,IP,1.0,0.8538882542642484,0.16222222222222224,0.06367105487069438,0.09144902535641662,34,4084,398,302
SW-2,RC,IP,0.45,0.7388622461465577,0.46888888888888886,0.058471102470777754,0.10397622390331449,69,3542,940,267
SW-2,RC,SRC,,0.8274036626148777,0.20444444444444446,0.062449428539447335,0.09567427367949294,41,3979,503,295
SW-2,RC,SRC,1.0,0.8058819055254407,0.2788888888888889,0.06508868568425233,0.10554473646862361,50,3864,618,286
SW-2,RC,SRC,0.95,0.8057594015440613,0.2788888888888889,0.06495667248293219,0.10537110988089692,50,3863,619,286
SW-2,RC,WP,,0.8805804747218257,0.19888888888888892,0.0559215711831536,0.08729766552278707,14,4222,260,322
SW-2,RC,WP,1.0,0.8816990048520841,0.20000000000000004,0.05727315668169154,0.08904645540234443,15,4208,274,321
SW-2,RC,WP,0.85,0.8746278019010928,0.20333333333333337,0.05860102829452504,0.09098113241679753,18,4174,308,318
SW-2,RC,BLOCD,,0.9154829553332477,0.2716666666666666,0.12414498746020486,0.17041466351507983,18,4328,154,318
SW-2,RC,BLOCD,1.0,0.91171506285147,0.29999999999999993,0.13012243067390128,0.18151450107360806,19,4317,165,317
SW-2,RC,BLOCD,0.95,0.9113738362104229,0.30055555555555546,0.12929850887012012,0.1808119935675669,19,4315,167,317
Social,RC,SRC,,0.4790320019872541,0.060367454068241476,0.002092396751228957,0.004044603472955355,46,20140,21608,374
Social,RC,SRC,1.0,0.9554769375781372,0.060367454068241476,0.029093196112064037,0.039263791990190734,46,40242,1506,374
Social,RC,SRC,0.95,0.9553820710687336,0.060367454068241476,0.028985997295471747,0.03916604974180476,46,40238,1510,374
Social,RC,LN,,0.9967504944899689,0.23076923076923078,0.1875,0.20689655172413793,3,7052,13,10
Social,RC,LN,1.0,0.9961853630969201,0.23076923076923078,0.15,0.18181818181818185,3,7048,17,10
Social,RC,LN,0.75,0.9960440802486578,0.23076923076923078,0.14285714285714285,0.17647058823529413,3,7047,18,10
Social,RC,GN,,0.9950551003108222,0.38461538461538464,0.15625,0.22222222222222224,5,7038,27,8
Social,RC,GN,1.0,0.88231138739757,0.38461538461538464,0.006024096385542169,0.011862396204033215,5,6240,825,8
Social,RC,GN,0.95,0.88231138739757,0.38461538461538464,0.006024096385542169,0.011862396204033215,5,6240,825,8
Social,RC,LV,,0.9964679287934445,0.15384615384615385,0.125,0.13793103448275862,2,7051,14,11
Social,RC,LV,1.0,0.9961853630969201,0.15384615384615385,0.1111111111111111,0.12903225806451615,2,7049,16,11
Social,RC,LV,0.7,0.9963266459451823,0.23076923076923078,0.15789473684210525,0.18749999999999997,3,7049,16,10
Social,RC,CNM,,0.9882735235942357,0.07692307692307693,0.013888888888888888,0.023529411764705882,1,6994,71,12
Social,RC,CNM,1.0,0.9926532918903646,0.07692307692307693,0.024390243902439025,0.03703703703703704,1,7025,40,12
Social,RC,CNM,0.8,0.9926532918903646,0.07692307692307693,0.024390243902439025,0.03703703703703704,1,7025,40,12
Social,RC,IP,,0.9639728736931337,0.38461538461538464,0.01984126984126984,0.03773584905660377,5,6818,247,8
Social,RC,IP,1.0,0.9663746821135915,0.38461538461538464,0.02127659574468085,0.040322580645161296,5,6835,230,8
Social,RC,IP,0.95,0.9663746821135915,0.38461538461538464,0.02127659574468085,0.040322580645161296,5,6835,230,8
Social,RC,WP,,0.9632664594518225,0.07692307692307693,0.004016064257028112,0.0076335877862595426,1,6817,248,12
Social,RC,WP,1.0,0.9912404634077423,0.07692307692307693,0.0196078431372549,0.03125,1,7015,50,12
Social,RC,WP,0.85,0.9912404634077423,0.07692307692307693,0.0196078431372549,0.03125,1,7015,50,12
Karate club,RC,LN,,0.8856008184914423,0.6666666666666666,0.6666666666666666,0.6666666666666666,17,142,10,10
Karate club,RC,LN,1.0,0.8938417960418827,0.7222222222222222,0.7203703703703703,0.7212951076879189,18,142,10,9
Karate club,RC,LN,0.65,0.8938417960418827,0.7222222222222222,0.7203703703703703,0.7212951076879189,18,142,10,9
Karate club,RC,GN,,0.8996792243827135,0.6666666666666666,0.7592592592592592,0.7099567099567099,17,145,7,10
Karate club,RC,GN,1.0,0.9137681551495285,0.6851851851851852,0.8777777777777778,0.7696155871511323,17,147,5,10
Karate club,RC,GN,0.45,0.9137681551495285,0.6851851851851852,0.8777777777777778,0.7696155871511323,17,147,5,10
Karate club,RC,LV,,0.8595508450730479,0.6296296296296297,0.5925925925925926,0.6105499438832772,16,140,12,11
Karate club,RC,LV,1.0,0.8938417960418827,0.7222222222222222,0.7203703703703703,0.7212951076879189,18,142,10,9
Karate club,RC,LV,0.65,0.8938417960418827,0.7222222222222222,0.7203703703703703,0.7212951076879189,18,142,10,9
Karate club,RC,CNM,,0.8905427259624774,0.6851851851851852,0.7407407407407408,0.711880711880712,17,145,7,10
Karate club,RC,CNM,1.0,0.8928524577408081,0.6851851851851852,0.7555555555555556,0.7186518137674951,17,143,9,10
Karate club,RC,CNM,0.45,0.8897265697044343,0.75,0.7428571428571429,0.7464114832535885,19,140,12,8
Karate club,RC,LP,,0.8738544099217735,0.5648148148148148,0.6481481481481481,0.6036188860616342,13,146,6,14
Karate club,RC,LP,1.0,0.891196534396606,0.5648148148148148,0.7407407407407408,0.6409246125558182,13,149,3,14
Karate club,RC,LP,0.55,0.9159947814170754,0.6851851851851852,0.8703703703703705,0.7667548500881833,17,149,3,10
Karate club,RC,IP,,0.9187369035711117,0.6666666666666666,0.8148148148148148,0.7333333333333333,17,147,5,10
Karate club,RC,IP,1.0,0.9139059856967157,0.7222222222222222,0.8037037037037037,0.7607874865156419,18,145,7,9
Karate club,RC,IP,0.5,0.9232913042607781,0.7870370370370371,0.8055555555555556,0.7961886304909561,20,144,8,7
Karate club,RC,SRC,,0.6600959142051858,0.537037037037037,0.25639329805996475,0.34708200837681247,13,110,42,14
Karate club,RC,SRC,1.0,0.8647932402587583,0.7407407407407407,0.5222222222222223,0.6125773867709351,20,136,16,7
Karate club,RC,SRC,0.45,0.8647932402587583,0.7407407407407407,0.5222222222222223,0.6125773867709351,20,136,16,7
Karate club,RC,WP,,0.9108548796707814,0.7222222222222222,0.7777777777777778,0.7489711934156379,18,145,7,9
Karate club,RC,WP,1.0,0.9080580324803414,0.7222222222222222,0.7666666666666667,0.7437810945273632,18,144,8,9
Karate club,RC,WP,0.45,0.9145939801927597,0.8148148148148148,0.7314814814814814,0.770902639166112,21,142,10,6
Karate club,RC,BLOCD,,0.8988008756782779,0.7037037037037037,0.8333333333333335,0.7630522088353415,17,147,5,10
Karate club,RC,BLOCD,1.0,0.9379227445215091,0.712962962962963,1.0,0.8324324324324325,17,152,0,10
Karate club,RC,BLOCD,0.5,0.9379227445215091,0.7361111111111112,1.0,0.8480000000000001,17,152,0,10
Średnio,JC,LN,,0.8898285248367839,0.07387910515917502,0.14229201452444915,0.09726004768581484,146,109345,753,6520
Średnio,JC,LN,1.0,0.8575334871919871,0.0762048993327953,0.1319241798570456,0.09660609545481001,149,109086,1012,6517
Średnio,JC,LN,0.8,0.6725235478919553,0.3447705010549933,0.09400842119162173,0.1477342180051554,2197,68962,41136,4469
Średnio,JC,LV,,0.8897192324859758,0.10829258168313691,0.14429225916997657,0.12372699176745892,150,109375,723,6516
Średnio,JC,LV,1.0,0.8559045128759998,0.11142975047247965,0.13248742943182018,0.12104962190953678,155,109130,968,6511
Średnio,JC,LV,0.85,0.7092645371288793,0.2740645931616136,0.09472083136142223,0.14078444745788185,1690,73630,36468,4976
Średnio,JC,CNM,,0.8971701450632046,0.08713123587846469,0.13848988192442954,0.10696511644162596,129,103000,948,5272
Średnio,JC,CNM,1.0,0.8751080445065342,0.08990118893010787,0.13278196673028836,0.1072129289898865,134,102702,1246,5267
Średnio,JC,CNM,0.8,0.7262320472465922,0.36503754480837547,0.12458726088910167,0.18577093031294742,1777,79521,24427,3624
Średnio,JC,LP,,0.8848318510741141,0.11365169505740853,0.16891804807968097,0.1358802416487366,99,108657,1441,6567
Średnio,JC,LP,1.0,0.8705494590387347,0.11611253534433577,0.16349672456202047,0.1357896316863659,91,108213,1885,6575
Średnio,JC,LP,0.45,0.5325107995310819,0.5546251825732537,0.18187418692047747,0.2739228526304678,3260,70726,39372,3406
Średnio,JC,IP,,0.8797989685879991,0.0784879955679121,0.17966294828459817,0.10924914298772524,231,107035,3063,6435
Średnio,JC,IP,1.0,0.8387929584727691,0.08199461978105804,0.16339803166808028,0.10919446365226165,258,101163,8935,6408
Średnio,JC,IP,0.45,0.4898983182737704,0.5347370813412803,0.15753944273077347,0.24337726001876514,4009,50939,59159,2657
Średnio,JC,BLOCD,,0.8984309725477638,0.14409629988583644,0.19862602495770557,0.16702311569871162,103,109590,508,6563
Średnio,JC,BLOCD,1.0,0.8817510441374169,0.1457772658792191,0.1868411754840783,0.16377441734193507,109,109329,769,6557
Średnio,JC,BLOCD,0.45,0.6029793956421107,0.6011053279347374,0.16122227617851742,0.2542517643852102,2230,88886,21212,4436
Średnio,JC,WP,,0.8578643952655681,0.0547073627968857,0.020238758572139276,0.02954680209034033,82,86291,5325,3927
Średnio,JC,WP,1.0,0.8348413299404491,0.06006469248070472,0.019524330992356786,0.029469464149018847,75,87987,3629,3934
Średnio,JC,WP,0.45,0.4289223871580252,0.6365481040449291,0.0545876919488571,0.10055242982826498,2404,43277,48339,1605
Średnio,JC,GN,,0.8920043322608622,0.1552552451479543,0.1756055567256952,0.16480455590023244,143,89961,676,5004
Średnio,JC,GN,1.0,0.8741166349090727,0.1561071362755612,0.17983191267347623,0.1671317757565713,146,89815,822,5001
Średnio,JC,GN,0.8,0.699682514124263,0.32837830169754517,0.13489478374562522,0.19123286625585711,1790,55323,35314,3357
Średnio,JC,SRC,,0.7565792466521764,0.03729630280101182,0.01677110014995621,0.023137787108661656,111,55169,16262,2379
Średnio,JC,SRC,1.0,0.7509871175331044,0.0375267892642923,0.016067146548909842,0.022500621141950644,108,65081,6350,2382
Średnio,JC,SRC,0.45,0.42395464627511614,0.45441553630034665,0.03930299094918029,0.07234846871101107,1676,30999,40432,814
Facebook,JC,LN,,0.9570545448749699,0.004125412541254126,0.10239651416122005,0.007931284699370562,15,32305,133,1335
Facebook,JC,LN,1.0,0.9563140257453876,0.004125412541254126,0.08823529411764706,0.00788229111928534,15,32280,158,1335
Facebook,JC,LN,0.5,0.24076807659767763,0.5828932893289329,0.04342997670800977,0.08083698419505174,1154,7002,25436,196
Facebook,JC,GN,,0.9566136089035262,0.0030253025302530256,0.0718954248366013,0.005806281340723146,11,32294,144,1339
Facebook,JC,GN,1.0,0.9539175776000042,0.008445356730795031,0.05708216938539276,0.01471379470583178,13,32201,237,1337
Facebook,JC,GN,0.55,0.29718391532097876,0.5148514851485149,0.04601825058757836,0.08448508860210395,1146,8913,23525,204
Facebook,JC,LV,,0.9571737698649105,0.0038503850385038507,0.10119047619047619,0.007418490119069884,14,32310,128,1336
Facebook,JC,LV,1.0,0.9567296127788322,0.0038503850385038507,0.09528996783898745,0.0074016897426245004,14,32295,143,1336
Facebook,JC,LV,0.65,0.31111771208396966,0.5664721350183799,0.045395202851800695,0.08405455198364567,1112,9414,23024,238
Facebook,JC,CNM,,0.9580922883132099,0.01359038342858676,0.12934472934472935,0.02459639807399114,14,32341,97,1336
Facebook,JC,CNM,1.0,0.9570244957166015,0.01359038342858676,0.09960317460317458,0.023917356377856663,14,32305,133,1336
Facebook,JC,CNM,0.85,0.658640823623762,0.2387091148139204,0.04817714123042367,0.08017339621596968,434,21812,10626,916
Facebook,JC,LP,,0.9521873080499977,0.0011001100110011,0.012652831402831403,0.002024222466295666,4,32151,287,1346
Facebook,JC,LP,1.0,0.9477778561953577,0.0011001100110011,0.008592615114354244,0.0019504982934577786,4,32002,436,1346
Facebook,JC,LP,0.55,0.11060963937181745,0.6678969116423837,0.04066194513635286,0.07665697018144199,1286,2469,29969,64
Facebook,JC,IP,,0.9596931341704447,0.010880356328315759,0.23544973544973546,0.020799545850119013,13,32396,42,1337
Facebook,JC,IP,1.0,0.9580668691814963,0.010880356328315759,0.1300424883758217,0.020080613818438744,13,32341,97,1337
